transaction_id,user_id,session_id,typing_speed,mean_dwell_time,mean_flight_time,typing_variability,device_known,location_known,hour_of_day,paste_used,screens_visited,session_duration,amount,amount_deviation,new_recipient,time_since_previous_transaction,transaction_frequency,transaction_label
T000035,U0002,S000038,0.3851573957140601,0.150268972473083,0.3849703372241078,0.3907963067776073,False,True,15,False,7,304.0,30400,-0.088,False,0.0033333333333333,0.0122329051032386,legitimate
T000053,U0002,S000055,0.3524397717361778,0.1514759492503108,0.3919446685469396,0.3674081290982611,False,True,9,False,9,160.0,6900,-0.791589219330855,False,161.4163888888889,0.0114367509098343,legitimate
T000030,U0002,S000032,0.3391691248248175,0.1574965359609902,0.3799151544544779,0.3861699325645467,False,True,11,False,7,83.0,8100,-0.7406814543791448,False,146.7302777777778,0.0109420829470676,legitimate
T000043,U0002,S000048,0.3677159356354634,0.1495506349345137,0.3730730601979801,0.3877440231993347,False,True,11,False,8,254.0,6900,-0.7676246070947463,False,191.29555555555555,0.0102422960951779,legitimate
T000052,U0002,S000054,0.3712547575549952,0.1460024326081123,0.3848021362813694,0.395914046611548,True,True,19,False,8,76.0,1100,-0.9610877736015918,False,32.38388888888889,0.0106614246833931,legitimate
T000031,U0002,S000033,0.3478820388845195,0.1343236334115302,0.3878417422756626,0.3750376850045786,True,True,20,False,3,188.0,2300,-0.9137626819585356,False,385.1922222222222,0.0090921680653592,legitimate
T000032,U0002,S000033,0.3478820388845195,0.1343236334115302,0.3878417422756626,0.3750376850045786,True,True,20,False,3,188.0,22600,-0.1073074391046741,False,0.0147222222222222,0.0095972171437727,legitimate
T000029,U0002,S000031,0.3905681651015726,0.1435973651767307,0.3742719063032407,0.3879833700693493,True,False,13,False,3,259.0,9500,-0.6226217854902781,False,160.9925,0.0093425940932227,legitimate
T000028,U0002,S000031,0.3905681651015726,0.1435973651767307,0.3742719063032407,0.3879833700693493,True,False,13,False,3,259.0,211100,7.655186551865518,False,0.0244444444444444,0.0098096117846136,legitimate
T000058,U0002,S000059,0.3657525181800948,0.1545881202200867,0.3832068057253355,0.3643014193725253,True,True,7,False,8,121.0,3000,-0.9098583488338818,False,66.21388888888889,0.0099684119652661,legitimate
T000059,U0002,S000059,0.3657525181800948,0.1545881202200867,0.3832068057253355,0.3643014193725253,True,True,7,False,8,121.0,440500,12.806810086906966,False,0.0188888888888888,0.0104214324057461,legitimate
T000056,U0002,S000057,0.3749158123001137,0.1502945824536425,0.3844163013353481,0.3997842017759648,True,True,12,False,4,255.0,27500,-0.4463410364145658,False,100.84527777777778,0.0103993544697003,legitimate
T000055,U0002,S000057,0.3749158123001137,0.1502945824536425,0.3844163013353481,0.3997842017759648,True,True,12,False,4,255.0,24900,-0.4891871100094025,False,0.0197222222222222,0.0108325683333455,legitimate
T000048,U0002,S000050,0.3498243992435061,0.145491648564897,0.37894163213923,0.3997040293745,True,True,16,False,3,73.0,43000,-0.1002678272514228,False,267.44638888888886,0.0100959046221769,legitimate
T000046,U0002,S000050,0.3498243992435061,0.145491648564897,0.37894163213923,0.3997040293745,True,True,16,False,3,73.0,18700,-0.6072063338180643,False,0.0222222222222222,0.0104841181788784,legitimate
T000047,U0002,S000050,0.3498243992435061,0.145491648564897,0.37894163213923,0.3997040293745,True,True,16,False,3,73.0,13500,-0.709908475925189,False,0.0205555555555555,0.0108723320720852,legitimate
T000051,U0002,S000053,0.4063179400719303,0.1456002051757609,0.3570180681862632,0.378135283636027,False,True,13,False,5,168.0,8500,-0.8125984251968504,False,69.48305555555555,0.0109647982713428,legitimate
T000057,U0002,S000058,0.3908176974900469,0.1452830648163556,0.380424844797801,0.3901299221151748,False,True,14,False,6,237.0,13300,-0.6983183418068049,False,1008.3688888888888,0.0082119866567382,legitimate
T000041,U0002,S000044,0.3556261643990628,0.1559071999697122,0.3840383404395008,0.4110583552789766,True,True,21,False,5,187.0,5400,-0.8745935903390618,False,79.74111111111111,0.0083044519229159,legitimate
T000054,U0002,S000056,0.3435623338322501,0.1384347314244832,0.3944627493418169,0.3740593360130556,False,True,11,False,4,196.0,165900,2.9646160962072154,False,253.3788888888889,0.008027461164195,legitimate
T000040,U0002,S000043,0.3755779071014148,0.138758554007384,0.3823977782236752,0.3860085542989565,True,False,13,True,5,227.0,2300,-0.9496958512746908,False,74.4738888888889,0.0081264969975398,legitimate
T000074,U0003,S000076,0.4498556716322149,0.1606244534782148,0.4083226852745553,0.4121119053889981,False,True,18,False,4,134.0,6100,0.0,False,0.0,1.0,legitimate
T000075,U0003,S000076,0.4498556716322149,0.1606244534782148,0.4083226852745553,0.4121119053889981,False,True,18,False,4,134.0,8200,0.3442622950819672,False,0.0222222222222222,2.0,legitimate
T000066,U0003,S000065,0.4615600020883982,0.1495987040946025,0.3940160631092749,0.4489585180691826,False,True,20,False,3,176.0,13600,0.902097902097902,False,410.0786111111111,0.0073152740890959,legitimate
T000067,U0003,S000068,0.4576084348774199,0.1449646780296783,0.4162060670177153,0.4291277134927187,False,False,13,True,8,155.0,37300,3.010752688172043,False,89.78888888888889,0.0080017648336883,legitimate
T000090,U0003,S000090,0.4407689910462318,0.1470339057137929,0.3857864601378377,0.4201269631074611,False,True,9,True,3,348.0,68700,3.214723926380368,False,379.7780555555556,0.0056839640217708,legitimate
T000091,U0003,S000090,0.4407689910462318,0.1470339057137929,0.3857864601378377,0.4201269631074611,False,True,9,True,3,348.0,4600,-0.8282300224047797,False,0.0125,0.0068206599051612,legitimate
T000080,U0003,S000083,0.472489259417077,0.1465986508529995,0.4040810211210478,0.4593821499359497,True,True,20,False,8,258.0,38000,0.6462093862815885,False,251.0561111111111,0.0061906559908967,legitimate
T000065,U0003,S000064,0.4749934337209085,0.1521754873020721,0.4176549017793253,0.4009612412773649,False,True,10,True,7,103.0,47000,0.8640226628895185,False,13.72638888888889,0.0069901792835357,legitimate
T000081,U0003,S000085,0.4879531546857332,0.1454226210428011,0.3847596432371413,0.4172178611623602,False,True,7,False,4,163.0,3300,-0.8818791946308725,False,21.39,0.0077196711038891,legitimate
T000082,U0003,S000085,0.4879531546857332,0.1454226210428011,0.3847596432371413,0.4172178611623602,False,True,7,False,4,163.0,12900,-0.4880952380952381,False,0.0063888888888888,0.0085773653335773,legitimate
T000071,U0003,S000074,0.4654999478905308,0.1540199967998127,0.3937254356260258,0.4144240493916034,False,True,18,True,5,254.0,1400,-0.9415936587400918,False,58.39666666666667,0.0089850501018646,legitimate
T000072,U0003,S000074,0.4654999478905308,0.1540199967998127,0.3937254356260258,0.4144240493916034,False,True,18,True,5,254.0,7800,-0.6441310659477395,False,0.0097222222222222,0.0098017949990878,legitimate
T000078,U0003,S000080,0.439886695529416,0.1441680468956299,0.4346267458319939,0.4295663404474464,True,True,19,False,9,179.0,49400,1.381679389312977,False,936.85,0.0060154117934975,legitimate
T000087,U0003,S000087,0.4613118793844347,0.1542484461042941,0.4028452167652107,0.4579541418560933,False,True,7,False,5,238.0,3300,-0.8561850486087831,False,60.375,0.0063020749581799,legitimate
T000085,U0003,S000087,0.4613118793844347,0.1542484461042941,0.4028452167652107,0.4579541418560933,False,True,7,False,5,238.0,1900,-0.9118037135278516,False,0.0311111111111111,0.0067521286085438,legitimate
T000086,U0003,S000087,0.4613118793844347,0.1542484461042941,0.4028452167652107,0.4579541418560933,False,True,7,False,5,238.0,39600,0.9571663920922572,False,0.0033333333333333,0.0072022597089836,legitimate
T000068,U0003,S000070,0.4543288180215519,0.1439259264506075,0.3972979522365144,0.4330389773298602,False,True,21,False,3,290.0,85300,2.977849023608277,False,806.0233333333333,0.0056151044106645,legitimate
T000073,U0003,S000075,0.4538013778638655,0.1486239502390104,0.4069000843457226,0.4633173675864697,False,True,16,False,6,208.0,17800,-0.2936507936507936,False,42.824444444444445,0.0058624803249551,legitimate
T000069,U0003,S000071,0.4637560546876471,0.1505643230059411,0.4644304976992078,0.4589579968813765,False,True,17,False,3,158.0,100400,3.050201703272075,False,265.5311111111111,0.0056956077371666,legitimate
T000070,U0003,S000071,0.4637560546876471,0.1505643230059411,0.4644304976992078,0.4589579968813765,False,True,17,False,3,158.0,8500,-0.7045371386754482,False,0.0061111111111111,0.0059953655824048,legitimate
T000088,U0003,S000088,0.4713503473182875,0.1427225429067286,0.419249008787975,0.4128880340051269,False,True,10,False,4,326.0,24600,-0.1136732120338677,False,16.455277777777777,0.0062642338349001,legitimate
T000089,U0003,S000088,0.4713503473182875,0.1427225429067286,0.419249008787975,0.4128880340051269,False,True,10,False,4,326.0,31500,0.1411074693807141,False,0.0338888888888888,0.0065624643445651,legitimate
T000077,U0003,S000079,0.4652425195523581,0.1536563956566645,0.4201267235388161,0.4666402970040775,False,True,7,False,6,200.0,2800,-0.8992146596858639,False,284.9427777777778,0.0063232988130603,legitimate
T000076,U0003,S000077,0.4878423776674253,0.1515374313430768,0.4345095246644667,0.3988220500235903,False,True,17,True,3,187.0,20800,-0.2208469055374593,False,33.74888888888889,0.0065375663772961,legitimate
T000064,U0003,S000063,0.4615488951291127,0.1466185657839572,0.3953082718187451,0.4853155308301642,True,True,18,False,3,124.0,28300,0.0699432892249527,False,73.89305555555555,0.0066755961418614,legitimate
T000063,U0003,S000063,0.4615488951291127,0.1466185657839572,0.3953082718187451,0.4853155308301642,True,True,18,False,3,124.0,27900,0.0518775448650279,False,0.0063888888888888,0.0069426081435458,legitimate
T000083,U0003,S000086,0.4727074217173609,0.1358825560717603,0.4060316410946771,0.3922316954651225,False,True,20,False,5,242.0,8300,-0.687698986975398,False,73.68333333333334,0.0070705178681515,legitimate
T000084,U0003,S000086,0.4727074217173609,0.1358825560717603,0.4060316410946771,0.3922316954651225,False,True,20,False,5,242.0,24600,-0.0501930501930501,False,0.0169444444444444,0.0073323563647399,legitimate
T000061,U0003,S000062,0.4314452657355136,0.135055609158655,0.4285484318661758,0.466363372770082,False,True,20,False,3,68.0,80600,2.117557673711839,False,23.45638888888889,0.0075478633220763,legitimate
T000062,U0003,S000062,0.4314452657355136,0.135055609158655,0.4285484318661758,0.466363372770082,False,True,20,False,3,68.0,2900,-0.8954630205096333,False,0.0430555555555555,0.0078080469732105,legitimate
T000079,U0003,S000081,0.4361533143080895,0.1468763731008466,0.3998056814896457,0.4605663899138038,False,True,11,True,3,163.0,1700,-0.9368342828833292,False,15.4475,0.0080360064936116,legitimate
T000093,U0004,S000092,0.3480859804365471,0.167114364726878,0.4491424507977349,0.3780279833249854,False,False,21,False,4,215.0,9200,0.0,False,0.0,1.0,legitimate
T000094,U0004,S000092,0.3480859804365471,0.167114364726878,0.4491424507977349,0.3780279833249854,False,False,21,False,4,215.0,6400,-0.3043478260869565,False,0.0147222222222222,2.0,legitimate
T000121,U0004,S000117,0.3352971210328859,0.1626763245572578,0.4422581217692218,0.3308361597506206,False,True,19,False,9,160.0,49500,5.346153846153846,False,46.19472222222223,0.0649217932842011,legitimate
T000120,U0004,S000117,0.3352971210328859,0.1626763245572578,0.4422581217692218,0.3308361597506206,False,True,19,False,9,160.0,14100,-0.3502304147465437,False,0.0069444444444444,0.0865493842371934,legitimate
T000117,U0004,S000114,0.3240787292810324,0.1613961080041492,0.4481507058562511,0.3250810248003894,False,True,20,False,8,202.0,15000,-0.2424242424242424,False,145.6886111111111,0.0260545582449649,legitimate
T000103,U0004,S000100,0.3240434817014019,0.168789569728664,0.4657452349736505,0.3908150522700644,False,True,14,True,5,269.0,94700,4.026539278131635,False,113.91388888888888,0.0196194552331263,legitimate
T000118,U0004,S000115,0.3382629964649492,0.1665263795855121,0.4045469289775736,0.3554933055445648,False,True,17,False,5,190.0,98300,2.122286924298571,False,122.70472222222222,0.0163351559132292,legitimate
T000110,U0004,S000110,0.3379414749998019,0.1594472864893899,0.4392909057223602,0.3659888037438359,False,True,13,False,3,202.0,4500,-0.8903203342618384,False,19.57,0.0178534123264174,legitimate
T000092,U0004,S000091,0.3220570645637785,0.1547081192224877,0.4056129262923632,0.3675510411240283,False,True,10,False,9,144.0,32000,-0.1223860130270826,False,21.203611111111112,0.0191776119137954,legitimate
T000108,U0004,S000106,0.321548611728284,0.1635477400485556,0.4303084089523682,0.3410469976648431,False,True,21,False,4,219.0,93000,1.5857275254865617,False,131.09277777777777,0.0166558403704258,legitimate
T000100,U0004,S000097,0.3274222188565032,0.1735276623348119,0.3899246077133353,0.3306961965711352,False,True,13,False,6,164.0,226900,4.4451643868490525,False,64.51583333333333,0.0165436960371581,legitimate
T000122,U0004,S000119,0.3245598376099955,0.1624999387548896,0.4390587848381533,0.380861619621114,False,True,16,False,5,125.0,6100,-0.8957426973275326,False,195.06027777777777,0.0139540382405249,legitimate
T000123,U0004,S000119,0.3245598376099955,0.1624999387548896,0.4390587848381533,0.380861619621114,False,True,16,False,5,125.0,15700,-0.7100200092350315,False,0.0133333333333333,0.0151166403848153,legitimate
T000098,U0004,S000095,0.3184226171544001,0.1729295537271916,0.4294535004044011,0.378855230350837,False,True,19,False,5,174.0,15500,-0.6971746318004208,False,194.56194444444444,0.0132759132524433,legitimate
T000097,U0004,S000095,0.3184226171544001,0.1729295537271916,0.4294535004044011,0.378855230350837,False,True,19,False,5,174.0,14900,-0.6936407695696871,False,0.0175,0.0142239567254555,legitimate
T000096,U0004,S000094,0.3333021112010859,0.1638929697053221,0.4193397001847046,0.3517288220780289,False,True,15,True,5,286.0,21600,-0.5343489508479448,False,163.73444444444445,0.0131331261217878,legitimate
T000101,U0004,S000098,0.3220123246517324,0.1614893399892654,0.4124333467822507,0.3219680752384875,False,True,19,False,5,174.0,47200,0.0526902704209645,False,340.11583333333334,0.0109085600647241,legitimate
T000114,U0004,S000112,0.3335409267229721,0.1681849860370761,0.4791804650157011,0.3521207817781878,False,False,10,False,9,205.0,78500,0.7453570494376145,False,63.38361111111111,0.0110988285597522,legitimate
T000105,U0004,S000103,0.3348195726678705,0.1602703289274384,0.4128904765363954,0.334852622934095,False,True,14,False,7,42.0,64900,0.3856007591033091,False,4.171944444444445,0.0116853703775519,legitimate
T000099,U0004,S000096,0.3275949318298266,0.1683961615318087,0.4404863722250636,0.3490875587782323,False,True,10,True,3,191.0,24800,-0.4810572687224669,False,43.63861111111111,0.0119788931901988,legitimate
T000104,U0004,S000101,0.3188847692235584,0.1594531956723071,0.4199877483695977,0.3402737043261092,False,True,9,False,5,233.0,17900,-0.6162092624356775,False,454.4725,0.0098866526658064,legitimate
T000119,U0004,S000116,0.3044588616342947,0.1644899543385832,0.4538994428393773,0.3365888369465609,True,True,13,False,5,125.0,2900,-0.9359419375197224,False,124.39472222222224,0.0097844287734353,legitimate
T000107,U0004,S000104,0.3477283840398233,0.172243079888832,0.4149910842251662,0.3858872894626783,False,True,16,False,4,242.0,7200,-0.8338926174496645,False,170.83805555555554,0.0095068483178906,legitimate
T000106,U0004,S000104,0.3477283840398233,0.172243079888832,0.4149910842251662,0.3858872894626783,False,True,16,False,4,242.0,19200,-0.540383014154871,False,0.0155555555555555,0.0099201257651499,legitimate
T000112,U0004,S000111,0.306936846516307,0.1653721589759322,0.4490352867524892,0.3611388426583387,False,True,17,False,6,224.0,4400,-0.8922448979591837,False,168.77416666666667,0.0096596020630334,legitimate
T000111,U0004,S000111,0.306936846516307,0.1653721589759322,0.4490352867524892,0.3611388426583387,False,True,17,False,6,224.0,27700,-0.2965258025193011,False,0.0066666666666666,0.0100459602682271,legitimate
T000113,U0004,S000111,0.306936846516307,0.1653721589759322,0.4490352867524892,0.3611388426583387,False,True,17,False,6,224.0,38300,-0.0161051279517834,False,0.0144444444444444,0.0104322851319544,legitimate
T000116,U0004,S000113,0.3393998663797373,0.1631571574961002,0.4279327586009727,0.3659320772430521,False,False,7,False,9,223.0,129700,2.333872810357959,False,134.0925,0.0102857531196801,legitimate
T000115,U0004,S000113,0.3393998663797373,0.1631571574961002,0.4279327586009727,0.3659320772430521,False,False,7,False,9,223.0,17300,-0.5895263113295484,False,0.0030555555555555,0.0106530894877884,legitimate
T000095,U0004,S000093,0.3444764037098649,0.1693801557435485,0.4580260685170327,0.3510909138437312,False,True,19,False,4,186.0,16300,-0.6052279939869717,False,108.68555555555557,0.0105973344563891,legitimate
T000124,U0004,S000120,0.3160346485582944,0.1531522892968822,0.4364030104992946,0.3544406303559064,False,True,17,False,4,30.0,68100,0.6832825245118235,False,166.0727777777778,0.010343769046994,legitimate
T000102,U0004,S000099,0.3101113014649406,0.1694749761456469,0.4184682003995109,0.3671882288103309,False,True,11,True,3,161.0,5800,-0.8597285067873304,False,137.15,0.0102101916857132,legitimate
T000109,U0004,S000107,0.3277105375574697,0.1599412935520027,0.4603202630168619,0.3623981848175759,False,True,8,True,7,251.0,81200,1.018018018018018,False,837.8352777777778,0.0083082436729542,legitimate
T000151,U0005,S000144,0.3112622193886076,0.1544201162837704,0.4254139014840619,0.2861800034274933,False,True,8,False,6,93.0,71300,0.0,False,0.0,1.0,legitimate
T000150,U0005,S000144,0.3112622193886076,0.1544201162837704,0.4254139014840619,0.2861800034274933,False,True,8,False,6,93.0,9000,-0.8737727910238429,False,0.0008333333333333,2.0,legitimate
T000152,U0005,S000144,0.3112622193886076,0.1544201162837704,0.4254139014840619,0.2861800034274933,False,True,8,False,6,93.0,25300,-0.3698630136986301,False,0.0125,3.0,legitimate
T000145,U0005,S000139,0.3208432614650477,0.1539811452434556,0.4295670695096547,0.2774431608464744,True,True,21,False,7,188.0,7600,-0.7840909090909091,False,180.67888888888888,0.022137090079509,legitimate
T000129,U0005,S000125,0.3221003575614921,0.1468857389049824,0.4368735820518725,0.2705032633925913,True,True,9,False,6,142.0,16500,-0.4169611307420495,False,323.8505555555556,0.0099099624852864,legitimate
T000157,U0005,S000150,0.3127838021832437,0.1545376174355151,0.3921379565995579,0.294343261434513,False,True,9,False,7,182.0,8600,-0.6684656900539707,False,96.25722222222224,0.0099866844207723,legitimate
T000149,U0005,S000143,0.310570161079556,0.1507143855386832,0.4350778678134901,0.268247886013106,True,True,10,True,9,96.0,2300,-0.9002169197396963,False,145.6513888888889,0.0093777037650364,legitimate
T000142,U0005,S000136,0.3074272372220967,0.1548676296465942,0.4244868505363066,0.2915551261694506,False,True,19,False,5,74.0,60900,2.0320056899004264,False,104.92722222222224,0.0093965245257446,legitimate
T000147,U0005,S000140,0.3087596947990969,0.1522406827816273,0.399278387836456,0.2727466468007473,False,True,16,False,7,141.0,2300,-0.9086848635235732,False,44.37305555555555,0.0100474275794444,legitimate
T000146,U0005,S000140,0.3087596947990969,0.1522406827816273,0.399278387836456,0.2727466468007473,False,True,16,False,7,141.0,8200,-0.6378802747791953,False,0.0188888888888888,0.0111635730131785,legitimate
T000154,U0005,S000146,0.3096455536024748,0.1504852022106477,0.4434527649637642,0.296524723564894,False,True,13,False,9,316.0,29200,0.3773584905660377,False,309.37083333333334,0.0091275597215541,legitimate
T000133,U0005,S000129,0.3149841978678265,0.1430017050611488,0.4111284467011588,0.2954092114511781,False,True,18,True,7,85.0,7900,-0.6397180762852405,False,28.599166666666665,0.0097265182261892,legitimate
T000134,U0005,S000129,0.3149841978678265,0.1430017050611488,0.4111284467011588,0.2954092114511781,False,True,18,True,7,85.0,3200,-0.8458450421517463,False,0.0386111111111111,0.0105367316544357,legitimate
T000132,U0005,S000129,0.3149841978678265,0.1430017050611488,0.4111284467011588,0.2954092114511781,False,True,18,True,7,85.0,20800,0.071739992072929,False,0.0033333333333333,0.0113472188169308,legitimate
T000127,U0005,S000124,0.322191254042242,0.1587579369364498,0.4110223167238486,0.3001076970545303,True,True,14,False,8,190.0,3300,-0.8308311973636031,False,67.87666666666667,0.0115237539780959,legitimate
T000128,U0005,S000124,0.322191254042242,0.1587579369364498,0.4110223167238486,0.3001076970545303,True,True,14,False,8,190.0,1400,-0.9240231548480464,False,0.0397222222222222,0.012291629144477,legitimate
T000135,U0005,S000130,0.3278081771829406,0.1589520102188893,0.4222988689069624,0.2818509086253286,False,True,7,True,4,131.0,43300,1.493880489560835,False,305.46194444444444,0.0105776594646978,legitimate
